year,brand,color,carbon_fiber_body,engine_config,horsepower,torque,weight_kg,zero_to_60_s,top_speed_mph,num_doors,transmission,drivetrain,market_region,mileage,num_owners,interior_material,brake_type,tire_brand,aero_package,limited_edition,has_warranty,last_service_date,service_history,non_original_parts,model,warranty_years,damage,damage_cost,damage_type,price,id
2023,McLaren,Black,0,V10,1020,881,2343,2.02,227,2,automatic,RWD,North America,9325,2,suede,steel,Bridgestone,0,0,0,2024-11-20,none,0,720S,0,0,,,697633.14,q3587sVotT
2021,Lamborghini,Orange,0,W16,1201,649,1445,2.04,200,2,manual,AWD,Middle East,671,2,carbon_fiber,steel,Michelin,0,0,1,2024-08-17,independent,0,Huracan,4,0,,,684343.67,se5bnKDDpR
2020,McLaren,Green,1,V10,1416,959,1767,2.02,242,2,dual-clutch,RWD,Asia,1630,3,suede,carbon-ceramic,Michelin,1,0,0,2025-03-07,none,0,P1,0,0,,,594802.69,wEWpIvFoB9
2025,Koenigsegg,Yellow,0,Hybrid,790,516,1237,2.22,241,2,dual-clutch,AWD,North America,360,2,leather,steel,Michelin,0,1,0,2025-04-18,authorized,0,Agera,0,0,,,1480614.98,6FUhnFT50u
2024,Koenigsegg,Green,0,Electric,1576,1138,1444,2.48,249,2,manual,AWD,Middle East,14713,2,leather,carbon-ceramic,Goodyear,0,0,1,2024-08-17,independent,0,Jesko,3,0,,,3433876.95,xCqHW40pv3
2022,Lamborghini,White,1,V8,1214,944,1220,2.44,259,2,dual-clutch,AWD,Asia,10584,1,carbon_fiber,steel,Michelin,0,0,1,2024-10-29,authorized,1,Aventador,5,0,,,723850.49,bQr93mpSCZ
2023,Pagani,White,0,V12,1447,443,2333,3.97,200,4,manual,AWD,North America,3901,3,leather,steel,Continental,1,0,0,2025-05-31,authorized,0,Huayra,0,0,,,2470589.22,z9RNcQi1G6
2025,Lamborghini,Green,1,Electric,1147,908,1593,2.61,250,2,dual-clutch,AWD,Europe,17181,3,alcantara,steel,Bridgestone,0,1,1,2025-02-10,none,1,Aventador,3,0,,,604311.17,BkRt83KPgj
2022,Bugatti,Black,0,W16,1527,564,2186,2.25,215,2,manual,RWD,Europe,18167,1,suede,steel,Bridgestone,0,0,0,2024-11-04,authorized,0,Chiron,0,1,6498.0,totaled,3387896.06,TJ4RH857L5
2022,Koenigsegg,Black,0,Electric,1183,767,1207,3.09,238,2,manual,AWD,Europe,14790,3,alcantara,steel,Goodyear,0,0,1,2024-12-11,independent,0,Agera,5,1,87862.0,major,2130001.5,hOKYz1WO6q
2020,Ferrari,Orange,0,Electric,1369,691,1527,3.72,214,2,manual,AWD,Asia,16450,1,alcantara,carbon-ceramic,Goodyear,1,0,1,2024-11-25,independent,0,SF90,2,0,,,521235.37,WOQzbGWsFb
2022,Ferrari,Green,1,W16,1570,1198,1489,3.36,232,2,automatic,AWD,North America,15314,2,alcantara,carbon-ceramic,Goodyear,0,1,1,2024-12-13,independent,0,Portofino,5,0,,,402571.98,fMxD0EIkxQ
2024,Pagani,Yellow,0,Electric,593,1136,1710,2.59,252,2,dual-clutch,AWD,Middle East,2090,3,leather,steel,Continental,0,0,1,2024-09-20,independent,2,Zonda,5,0,,,2753590.87,9ILbavDEMu
2025,Bugatti,Orange,0,V12,1439,685,2111,3.12,216,2,manual,RWD,North America,11707,2,suede,carbon-ceramic,Bridgestone,0,1,0,2025-03-14,authorized,0,Chiron,0,0,,,3390714.19,JPMWMVURRW
2022,McLaren,Blue,1,Hybrid,1059,603,1560,3.43,205,2,automatic,AWD,Europe,1055,3,suede,steel,Pirelli,0,1,0,2024-10-23,authorized,0,P1,0,1,12094.0,major,354719.62,7REuWoXZ6U
2020,Bugatti,Black,0,V10,712,1083,1915,3.46,230,2,automatic,AWD,Europe,6256,2,carbon_fiber,steel,Goodyear,0,0,0,2024-07-12,none,2,Veyron,0,0,,,2569241.23,2YxqZz4yYi
2024,Ferrari,Red,0,Electric,935,923,1418,3.33,268,2,manual,RWD,Asia,14141,3,alcantara,steel,Michelin,0,0,1,2025-02-16,authorized,0,488 GTB,3,1,73731.0,minor,476762.61,qEeYQlLAhJ
2021,Ferrari,Orange,0,V12,1351,520,1605,3.74,239,2,manual,RWD,Middle East,12746,3,leather,steel,Pirelli,1,0,0,2024-09-23,independent,0,488 GTB,0,0,,,284829.36,75u6pKmwtm
2025,Koenigsegg,White,0,V10,1007,1155,1952,3.74,229,2,manual,AWD,Asia,3347,2,alcantara,steel,Pirelli,0,0,1,2025-04-10,authorized,0,Jesko,3,1,46853.0,totaled,2367264.63,fu75wmVj9n
2022,Bugatti,Orange,1,V10,1335,1063,2122,3.16,268,2,manual,RWD,Middle East,9361,1,alcantara,steel,Goodyear,1,0,1,2025-03-28,authorized,0,Veyron,4,0,,,3019609.97,Uxr6ig0JwR
2020,Bugatti,Green,0,Electric,1150,1063,2031,2.86,206,2,manual,AWD,North America,13668,3,suede,steel,Michelin,0,0,0,2024-08-01,authorized,0,Chiron,0,0,,,2815767.59,Q1kloOwuRk
2021,Ferrari,Red,0,V12,704,587,1993,3.28,212,2,dual-clutch,AWD,Asia,4101,1,carbon_fiber,carbon-ceramic,Goodyear,1,0,1,2025-06-29,independent,0,488 GTB,2,0,,,296062.06,mnXyL0hflG
2021,McLaren,Green,0,Hybrid,880,412,1794,3.64,203,2,manual,RWD,Asia,7507,1,leather,carbon-ceramic,Goodyear,0,0,1,2025-04-20,authorized,0,GT,1,1,79044.0,minor,231554.03,LWp0OArIIi
2023,Pagani,Silver,1,Electric,1596,1002,1306,2.01,249,2,manual,AWD,Asia,15327,1,suede,steel,Michelin,0,0,0,2025-01-13,authorized,0,Zonda,0,0,,,2264012.18,ieg88Lag5E
2024,Aston Martin,White,0,W16,1599,599,1780,3.98,202,2,dual-clutch,RWD,Europe,8685,1,alcantara,carbon-ceramic,Pirelli,0,0,1,2025-02-12,authorized,0,DB11,3,0,,,337187.53,XJePdHnxIm
2022,Pagani,White,0,V10,576,985,1808,2.37,211,2,automatic,RWD,Europe,3179,1,suede,steel,Pirelli,1,0,0,2024-11-21,authorized,0,Zonda,0,1,47838.0,totaled,2820436.86,zOvMMwo7da
2020,Bugatti,Black,0,Electric,1315,1167,1207,2.94,264,2,dual-clutch,AWD,Middle East,12035,1,alcantara,carbon-ceramic,Michelin,1,0,0,2025-04-29,authorized,0,Chiron,0,0,,,3280267.02,Pf0K2YKuhD
2023,Pagani,Orange,0,V10,1267,855,2005,3.74,226,4,automatic,AWD,North America,17747,3,leather,carbon-ceramic,Pirelli,0,1,1,2025-06-13,authorized,0,Huayra,2,0,,,2769737.81,StmhMfOXyv
2024,Ferrari,Black,0,V12,909,847,1388,2.45,249,2,automatic,RWD,Asia,15009,1,suede,steel,Continental,0,0,1,2025-02-24,independent,0,488 GTB,2,1,96457.0,minor,289205.06,JAKvaEmlgU
2023,Ferrari,Red,0,V8,605,1187,1280,2.95,216,2,dual-clutch,AWD,Europe,11590,3,suede,steel,Goodyear,0,0,0,2024-12-29,authorized,0,SF90,0,0,,,257179.42,WL4295AOCQ
2025,Bugatti,Orange,1,Electric,1050,470,1307,2.27,231,2,manual,RWD,Asia,1056,3,suede,carbon-ceramic,Continental,0,0,1,2024-12-15,authorized,0,Chiron,4,0,,,2757703.18,Wzi6CfnSwG
2024,Bugatti,Silver,0,Hybrid,1325,989,1885,2.79,250,2,automatic,RWD,Middle East,142,3,suede,steel,Continental,0,0,0,2024-12-01,none,0,Chiron,0,0,,,2968301.96,IZg2GThcsu
2024,Aston Martin,Green,1,Electric,587,1195,1545,2.35,216,2,manual,RWD,Middle East,11507,2,suede,carbon-ceramic,Continental,0,0,1,2024-12-20,authorized,0,DB11,3,0,,,304739.5,c2bW8HgGzY
2022,Aston Martin,Silver,1,V10,1380,529,1527,2.73,233,2,dual-clutch,RWD,North America,10076,1,leather,steel,Bridgestone,0,0,1,2025-04-10,none,0,Valhalla,3,0,,,313387.71,3UQYNx5DJ3
2024,Koenigsegg,White,0,V12,1600,442,1754,2.75,234,2,automatic,AWD,Middle East,18648,2,carbon_fiber,carbon-ceramic,Bridgestone,1,1,0,2024-10-02,authorized,0,Jesko,0,0,,,2970253.37,TSu57cBg7T
2023,Bugatti,Red,0,W16,1600,919,1501,3.99,223,2,manual,AWD,Asia,18308,1,leather,carbon-ceramic,Continental,1,0,1,2025-06-06,authorized,0,Veyron,2,0,,,2683919.95,MFHBgRdPp9
2024,McLaren,Blue,0,Hybrid,1039,412,1399,3.99,253,2,automatic,AWD,North America,12237,2,suede,carbon-ceramic,Goodyear,0,0,0,2025-04-27,authorized,0,GT,0,0,,,574799.77,dr1PgvMg0s
2022,Pagani,Red,1,V12,744,1124,2092,2.23,217,2,automatic,AWD,North America,2481,3,alcantara,steel,Continental,1,0,0,2024-10-12,independent,0,Zonda,0,1,25079.0,minor,1591607.47,o2LPHMHZm2
2022,Bugatti,Yellow,0,Electric,1077,1022,2262,3.45,249,2,dual-clutch,AWD,Europe,10082,2,alcantara,carbon-ceramic,Continental,0,1,1,2025-03-28,independent,0,Veyron,3,1,93294.0,totaled,2455794.14,uL9LwLN1ze
2025,Lamborghini,Red,0,W16,1481,934,1506,2.1,245,2,manual,AWD,Asia,7896,3,suede,steel,Bridgestone,1,0,0,2025-01-09,authorized,0,Huracan,0,1,56495.0,major,447588.26,97IL71fkZB
2023,Koenigsegg,Silver,0,V12,1216,701,2227,2.06,247,2,manual,RWD,Middle East,19509,2,carbon_fiber,steel,Continental,0,1,1,2025-03-11,independent,0,Regera,4,0,,,2566143.21,5PxE8sNbkx
2021,Lamborghini,Yellow,1,V8,641,1165,2300,2.21,232,2,automatic,AWD,Europe,7050,1,suede,steel,Goodyear,1,0,1,2025-01-04,authorized,1,Sian,4,1,83005.0,totaled,641512.66,YFrg0paFQu
2021,Ferrari,Yellow,1,Hybrid,1392,926,1667,3.93,226,2,manual,RWD,Asia,6011,1,leather,steel,Goodyear,0,0,0,2025-03-04,authorized,0,Portofino,0,0,,,378254.46,wKbsQ35zh4
2024,Aston Martin,Orange,0,V10,851,1041,1378,3.88,200,2,automatic,RWD,Asia,15330,2,carbon_fiber,steel,Continental,0,1,0,2024-07-11,independent,0,Valhalla,0,0,,,603780.51,qq6Q9xqqBd
2025,Pagani,Orange,1,V12,1044,972,1844,2.39,258,4,dual-clutch,RWD,North America,11414,2,carbon_fiber,carbon-ceramic,Goodyear,0,0,0,2025-02-28,independent,0,Huayra,0,0,,,1590516.73,7ZNjjkE3au
2020,Bugatti,Yellow,0,V12,1412,514,1475,2.32,209,2,dual-clutch,AWD,North America,4150,1,leather,steel,Continental,0,0,0,2024-11-22,authorized,0,Chiron,0,1,71155.0,minor,1518041.48,wSJAZ6VNdQ
2024,Lamborghini,Blue,0,V8,651,859,2375,2.48,224,2,manual,RWD,Asia,15876,2,carbon_fiber,steel,Bridgestone,0,0,0,2024-08-18,authorized,1,Urus,0,0,,,691037.28,XUEofqXsTf
2025,Pagani,Orange,1,Electric,1152,904,2387,3.03,256,2,dual-clutch,AWD,Europe,7004,2,suede,carbon-ceramic,Continental,0,0,0,2024-11-18,none,0,Huayra,0,0,,,1584418.24,2Eewvmt7Gk
2023,Ferrari,Red,0,Hybrid,1457,707,1820,3.14,265,2,dual-clutch,RWD,North America,9198,1,suede,carbon-ceramic,Pirelli,1,1,1,2024-12-14,none,0,488 GTB,4,1,34109.0,major,231635.19,SJJovUywgX
2023,Aston Martin,Silver,0,Hybrid,1262,724,1837,2.44,214,2,manual,AWD,North America,1220,3,alcantara,steel,Bridgestone,0,1,1,2024-12-13,authorized,0,DB11,3,1,42982.0,major,521996.05,FFcrAhhCkM
2023,McLaren,Red,0,V10,1123,978,2129,3.51,227,2,automatic,AWD,Asia,4661,1,leather,steel,Goodyear,0,0,0,2025-01-08,none,0,P1,0,0,,,580137.74,tYpLGxiNI5
2023,Koenigsegg,Blue,1,V12,1155,1160,1382,2.62,212,2,dual-clutch,AWD,Asia,4866,1,carbon_fiber,steel,Goodyear,0,0,0,2024-09-17,authorized,0,Regera,0,0,,,2373968.78,UTikV903RG
2023,Pagani,White,1,W16,949,574,1271,3.84,213,2,manual,AWD,North America,1797,2,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2025-06-20,none,0,Zonda,3,0,,,2858281.95,d3uJExju1U
2025,Pagani,Black,1,V12,1220,913,1918,3.31,265,2,manual,AWD,Europe,5974,1,carbon_fiber,steel,Pirelli,0,0,1,2024-08-19,independent,0,Zonda,4,0,,,3228612.91,45WWsACupQ
2025,McLaren,Silver,1,V10,542,571,2396,2.87,233,2,manual,RWD,North America,13165,1,suede,steel,Bridgestone,1,0,0,2024-12-07,none,0,720S,0,1,24400.0,minor,363618.93,3YeSmp0PH6
2022,Pagani,Orange,0,V12,763,901,1925,3.58,224,2,dual-clutch,AWD,Asia,19255,2,leather,carbon-ceramic,Michelin,0,0,1,2024-09-02,independent,0,Huayra,5,1,49062.0,minor,2602716.67,kc7qeP2k33
2021,Ferrari,Silver,0,V8,1526,733,1468,3.64,253,2,dual-clutch,AWD,North America,18001,2,suede,carbon-ceramic,Pirelli,0,1,1,2025-07-05,authorized,0,F8 Tributo,1,0,,,581655.2,M1v366kpDU
2023,Ferrari,Red,0,V12,1095,683,2243,2.58,211,2,automatic,RWD,Asia,7005,3,carbon_fiber,carbon-ceramic,Bridgestone,0,0,1,2024-08-25,authorized,2,488 GTB,2,0,,,235566.31,UljI7lpYau
2020,McLaren,Black,0,V12,1539,874,1777,2.68,208,4,automatic,AWD,North America,4612,1,suede,steel,Michelin,0,0,0,2025-05-26,independent,0,P1,0,0,,,362844.81,09bgNfvpax
2025,Koenigsegg,Green,0,W16,1582,453,2194,3.87,230,2,automatic,AWD,Asia,18416,3,carbon_fiber,steel,Continental,0,0,1,2024-10-18,authorized,0,Regera,5,0,,,2798812.62,Xf3eaUaVZv
2020,Bugatti,Green,1,V8,1512,857,2014,2.33,252,2,automatic,AWD,Asia,9865,3,carbon_fiber,steel,Pirelli,0,0,0,2025-02-06,authorized,0,Veyron,0,0,,,2489320.01,qLpIX8Je0T
2020,Lamborghini,Orange,0,V8,676,978,1346,2.08,242,2,automatic,AWD,Europe,11891,3,suede,carbon-ceramic,Continental,1,1,1,2024-11-02,none,0,Huracan,1,0,,,749950.57,HN2J1KWvNz
2020,Bugatti,Blue,0,V12,562,819,2388,2.91,237,2,automatic,AWD,Asia,10283,3,carbon_fiber,carbon-ceramic,Michelin,0,0,0,2024-11-21,authorized,0,Chiron,0,0,,,1545815.49,3Q28QpFF8r
2022,Pagani,Green,0,Hybrid,1457,1013,2089,3.6,241,2,manual,RWD,North America,4953,1,suede,steel,Goodyear,0,0,1,2025-05-10,authorized,0,Huayra,3,0,,,2924616.02,lKaiHjiSEW
2025,Lamborghini,Silver,0,W16,1502,1031,1509,3.54,247,2,automatic,AWD,Asia,7051,1,alcantara,carbon-ceramic,Goodyear,0,0,1,2025-01-02,authorized,1,Aventador,2,1,67371.0,totaled,293014.3,X7U8LVwQbf
2020,McLaren,Green,1,V12,1060,1102,1717,3.84,266,2,dual-clutch,RWD,Middle East,12545,1,suede,carbon-ceramic,Goodyear,1,1,1,2025-03-29,independent,0,P1,5,0,,,391513.77,nEUA5avlpc
2023,McLaren,White,0,V12,1454,808,1213,3.07,265,2,automatic,AWD,North America,13248,3,alcantara,carbon-ceramic,Continental,1,0,1,2024-12-16,authorized,0,GT,2,0,,,318072.26,5f7YZSPjda
2024,Koenigsegg,White,0,V10,1349,703,1331,2.2,215,2,dual-clutch,RWD,Europe,17276,2,alcantara,carbon-ceramic,Pirelli,0,0,0,2024-10-12,authorized,0,Agera,0,0,,,2089149.78,uNFOlWymq2
2020,Lamborghini,Orange,1,V10,1103,958,1954,3.18,215,2,automatic,RWD,North America,17355,1,suede,steel,Continental,1,0,1,2025-06-09,none,0,Huracan,3,0,,,722987.66,FckstboOXS
2022,Ferrari,White,0,Hybrid,1105,621,1638,3.56,230,2,manual,RWD,Europe,16486,3,leather,steel,Continental,0,0,1,2025-01-01,none,0,Roma,1,1,11463.0,totaled,378642.59,jOc1Ypkzua
2025,Lamborghini,Green,0,W16,1329,932,1942,2.19,257,2,manual,AWD,Middle East,15139,3,leather,carbon-ceramic,Goodyear,0,1,0,2024-11-25,independent,0,Huracan,0,0,,,355697.78,Vk2ZKi0Yn0
2022,Pagani,Blue,0,Electric,1245,557,1939,2.35,227,4,dual-clutch,AWD,Europe,15508,3,suede,carbon-ceramic,Continental,1,0,1,2025-03-23,independent,0,Huayra,1,1,57322.0,major,2634169.41,Ivbo08s71q
2020,Ferrari,Yellow,0,V10,1057,747,1994,2.02,203,2,automatic,RWD,Asia,3246,3,suede,carbon-ceramic,Michelin,1,0,1,2024-07-26,authorized,0,Roma,1,0,,,539344.31,TFwvZC5xWk
2025,Aston Martin,Yellow,1,Electric,563,558,1462,3.19,209,2,manual,AWD,Middle East,13965,3,carbon_fiber,carbon-ceramic,Bridgestone,1,0,1,2024-12-31,independent,0,DB11,5,0,,,308603.46,g6x6qG6aMr
2024,Aston Martin,Orange,1,V8,1441,634,1842,3.77,250,2,manual,AWD,Middle East,3417,3,carbon_fiber,carbon-ceramic,Bridgestone,1,1,1,2025-05-03,authorized,0,DB11,1,0,,,429609.5,NMGcZLtP1M
2020,Aston Martin,Black,0,V10,748,1061,1457,3.34,217,2,automatic,RWD,Europe,6445,1,suede,steel,Bridgestone,1,0,1,2025-05-30,authorized,0,Valhalla,5,1,16151.0,major,512057.06,yWPf9e97oK
2022,McLaren,Yellow,1,V10,1439,804,1608,3.96,246,2,dual-clutch,AWD,North America,5417,2,leather,carbon-ceramic,Goodyear,0,1,1,2024-12-23,authorized,0,600LT,5,1,70774.0,major,357665.28,Ecq99AlkzR
2021,Lamborghini,Yellow,0,W16,656,656,2174,2.13,231,2,dual-clutch,RWD,Europe,15494,1,carbon_fiber,steel,Goodyear,0,0,1,2025-02-22,authorized,0,Sian,4,0,,,669270.0,UHnpnTmKm8
2023,Aston Martin,White,0,Hybrid,1234,1076,2247,3.81,229,2,dual-clutch,AWD,Europe,13366,1,carbon_fiber,steel,Bridgestone,0,1,1,2025-04-29,authorized,0,DB11,5,0,,,395540.12,8o0qAdWBc3
2022,Bugatti,White,0,Electric,1484,988,1470,3.63,235,2,manual,RWD,Middle East,13302,3,leather,carbon-ceramic,Pirelli,1,1,1,2025-06-27,authorized,0,Veyron,2,0,,,3104111.4,23LCalKlCe
2025,Koenigsegg,Green,0,V10,1589,996,2318,2.63,208,2,automatic,AWD,Asia,3659,1,suede,steel,Bridgestone,0,0,1,2024-12-14,independent,0,Agera,1,1,96471.0,minor,3372975.67,ZgV73nmWKV
2020,Bugatti,Orange,0,V10,1161,957,1341,3.95,235,2,manual,AWD,North America,7506,2,leather,carbon-ceramic,Continental,0,0,0,2024-12-02,authorized,0,Chiron,0,0,,,2873109.7,zD1JjgrfCr
2023,Aston Martin,Black,1,W16,1543,446,2101,2.58,228,2,manual,RWD,Europe,5673,2,alcantara,carbon-ceramic,Bridgestone,1,0,0,2025-05-18,independent,0,Valhalla,0,0,,,369059.88,Dkn0ir23El
2020,Koenigsegg,Orange,1,W16,532,612,2173,3.78,215,4,manual,RWD,Asia,2157,3,carbon_fiber,carbon-ceramic,Bridgestone,1,0,1,2024-12-01,independent,0,Regera,5,1,22677.0,major,3443205.07,aOXLjbNTI6
2025,Pagani,Red,0,Hybrid,1057,878,2304,3.76,220,2,manual,AWD,Asia,16965,2,carbon_fiber,steel,Pirelli,0,0,1,2024-07-26,none,0,Zonda,3,0,,,2676713.27,Szf0A4hGIc
2020,Bugatti,Silver,0,Electric,572,886,1473,3.52,263,2,automatic,RWD,North America,795,3,carbon_fiber,steel,Goodyear,0,0,0,2024-07-16,authorized,0,Veyron,0,1,78308.0,minor,1706419.32,B7wJuIxytW
2021,Lamborghini,Black,0,V8,1324,970,1475,3.13,265,2,manual,RWD,Asia,11389,2,leather,steel,Goodyear,0,0,0,2024-08-18,independent,0,Aventador,0,1,68944.0,major,664095.49,wPZiDXrb0T
2023,Lamborghini,Black,0,Hybrid,1578,965,1664,2.24,258,2,manual,RWD,Europe,18267,2,leather,carbon-ceramic,Continental,0,0,0,2024-09-17,independent,0,Huracan,0,1,90491.0,totaled,643551.76,gi6lchNUcC
2023,Bugatti,Blue,0,V8,560,741,2262,3.06,227,2,dual-clutch,RWD,Middle East,11559,1,suede,steel,Bridgestone,0,0,1,2025-04-23,none,0,Veyron,5,1,30703.0,totaled,3050547.41,ia2Kji23xF
2025,Aston Martin,Orange,0,V12,771,923,1487,2.71,254,2,manual,RWD,Asia,13490,2,carbon_fiber,steel,Michelin,1,1,1,2025-05-12,authorized,0,DB11,5,0,,,454442.27,G6LE5lZGrv
2021,Lamborghini,Green,1,V10,745,1103,2347,3.58,230,2,automatic,AWD,Middle East,6044,3,alcantara,steel,Continental,0,1,1,2025-01-27,authorized,0,Huracan,4,0,,,448951.06,P5q8ITxaFV
2022,Pagani,Blue,0,Electric,1127,902,2075,3.52,232,2,manual,RWD,North America,9001,2,suede,carbon-ceramic,Goodyear,0,0,0,2024-11-24,authorized,0,Zonda,0,0,,,1689906.11,pYILig6YGT
2020,Ferrari,Black,0,Hybrid,1204,405,2077,3.82,259,2,automatic,RWD,North America,572,2,leather,steel,Pirelli,0,0,0,2024-09-01,authorized,0,F8 Tributo,0,1,85739.0,totaled,252189.16,YPZXMahtKQ
2024,Aston Martin,Black,0,V10,1161,543,1379,2.03,240,2,automatic,RWD,Asia,1206,1,alcantara,carbon-ceramic,Goodyear,0,0,0,2025-04-15,independent,0,DB11,0,0,,,383938.09,5yaQ8evotn
2020,Pagani,Black,0,Electric,809,660,2320,3.62,245,2,automatic,RWD,Middle East,16283,3,suede,steel,Goodyear,0,0,0,2025-01-14,none,0,Zonda,0,0,,,2901844.67,4oW757GgAB
2020,Koenigsegg,Yellow,0,Electric,994,984,2297,3.88,248,2,dual-clutch,AWD,Europe,13096,3,leather,steel,Pirelli,1,0,1,2024-11-14,authorized,0,Jesko,2,1,73714.0,minor,2546302.39,HiAcnoPxNU
2022,Pagani,Orange,1,Electric,837,1085,1646,3.58,264,2,dual-clutch,RWD,Middle East,19464,3,alcantara,steel,Bridgestone,1,0,0,2025-01-27,authorized,0,Zonda,0,1,36760.0,minor,2356671.4,ZPfPQFC4se
2020,Aston Martin,Silver,0,V10,1078,631,1984,2.26,241,2,manual,AWD,Asia,2460,1,suede,carbon-ceramic,Bridgestone,0,0,0,2025-01-24,authorized,0,Vantage,0,0,,,568969.09,xNRyXGRweN
2021,Koenigsegg,Silver,1,Hybrid,509,669,1760,2.16,222,2,manual,AWD,Middle East,4925,2,alcantara,carbon-ceramic,Goodyear,1,0,0,2025-04-17,authorized,0,Agera,0,0,,,1597289.87,KAmrdBOFMg
2021,Aston Martin,Blue,0,W16,548,846,1683,2.04,226,2,manual,RWD,Middle East,18997,3,leather,steel,Continental,0,0,0,2024-07-13,none,0,Valhalla,0,0,,,295831.26,H7apSyvEOS
2023,Lamborghini,Black,0,V10,1122,621,2048,3.26,231,4,automatic,RWD,North America,1715,2,suede,steel,Michelin,0,0,0,2025-01-16,none,0,Urus,0,0,,,710123.05,8trAhFUPDV
2025,Ferrari,Silver,0,Electric,1230,451,1921,3.26,202,2,automatic,AWD,Asia,14439,2,leather,carbon-ceramic,Continental,0,0,0,2024-12-26,authorized,0,Portofino,0,0,,,496882.86,0EA5VfGvOh
2024,Aston Martin,White,1,Hybrid,1294,515,1315,3.97,259,2,automatic,AWD,Middle East,1569,2,carbon_fiber,carbon-ceramic,Continental,0,0,0,2025-04-20,authorized,0,Vantage,0,0,,,535718.57,qWJFMZ8R4D
2020,Aston Martin,Orange,0,V12,1470,937,1734,2.8,216,2,manual,AWD,Asia,17060,1,carbon_fiber,steel,Goodyear,0,0,0,2025-01-02,none,0,DB11,0,0,,,229794.92,I8ZfpxRSWN
2020,Lamborghini,Silver,1,V8,632,964,2321,2.66,231,4,manual,RWD,Europe,13232,2,alcantara,steel,Goodyear,0,0,0,2025-04-06,authorized,0,Urus,0,0,,,536051.95,U1KWodXFqA
2022,McLaren,Green,0,Electric,582,940,1606,3.25,206,2,manual,AWD,Asia,10025,1,carbon_fiber,carbon-ceramic,Michelin,0,0,1,2025-04-26,independent,0,P1,3,0,,,295294.09,bJZfV3FUO0
2025,Lamborghini,Orange,1,V12,556,418,1893,3.65,270,2,manual,RWD,Europe,14605,1,leather,steel,Michelin,0,1,1,2025-03-30,none,0,Sian,4,1,39898.0,major,338406.77,9QgncZi5ax
2021,Koenigsegg,Green,0,W16,875,791,2371,3.87,268,2,dual-clutch,AWD,Asia,2513,1,alcantara,carbon-ceramic,Michelin,0,0,1,2025-07-07,independent,0,Agera,2,0,,,1690507.97,HlkSqTCpfi
2024,Lamborghini,Silver,1,Electric,848,1190,1694,3.61,257,2,dual-clutch,AWD,Asia,8992,3,suede,steel,Goodyear,0,0,1,2024-12-12,authorized,0,Sian,5,0,,,651700.78,R6jMxKl5CT
2023,Lamborghini,White,0,V12,770,1028,2147,2.85,239,2,dual-clutch,RWD,Middle East,9333,1,leather,steel,Goodyear,0,0,1,2025-02-17,authorized,0,Huracan,3,0,,,721572.23,llxfF1tYjl
2021,Ferrari,Green,1,Electric,610,1017,1222,3.27,247,2,manual,RWD,Middle East,16225,3,suede,steel,Continental,0,0,0,2024-08-14,none,0,SF90,0,1,47390.0,totaled,341145.21,0JN8rBzvlC
2025,Lamborghini,Yellow,0,V10,1368,818,2328,3.71,250,2,dual-clutch,AWD,Europe,13923,1,suede,steel,Goodyear,0,0,0,2025-06-24,authorized,2,Urus,0,1,80499.0,minor,646131.73,RRVbJEdyXy
2023,Aston Martin,Silver,0,Hybrid,1386,708,1757,2.98,256,4,dual-clutch,RWD,Europe,19436,1,suede,carbon-ceramic,Bridgestone,1,1,0,2025-06-23,authorized,0,DB11,0,0,,,503596.42,I0jMQKIEsF
2022,Ferrari,Yellow,0,V12,575,1138,2140,2.43,270,2,manual,RWD,North America,2031,1,suede,steel,Bridgestone,0,0,0,2024-08-19,independent,0,488 GTB,0,1,19749.0,totaled,458302.49,5t7IGmJt9l
2022,Bugatti,Silver,1,Hybrid,828,585,2054,2.34,236,2,dual-clutch,AWD,Middle East,17892,1,leather,steel,Michelin,0,1,1,2025-05-23,none,0,Chiron,2,0,,,1867272.25,OW9IJ6AGqp
2020,McLaren,Red,0,V10,621,660,2238,2.0,254,4,manual,RWD,Europe,9302,2,carbon_fiber,steel,Goodyear,0,1,0,2025-07-08,authorized,0,GT,0,0,,,635287.84,gQ4R9OWOuG
2025,Ferrari,Red,1,V10,540,927,2090,3.44,240,2,manual,RWD,Middle East,4329,2,leather,steel,Bridgestone,0,0,1,2025-05-04,authorized,0,F8 Tributo,4,0,,,437125.39,IhTXMPITbC
2024,Koenigsegg,Red,0,Hybrid,1421,672,1277,2.22,219,2,manual,AWD,Asia,17296,1,carbon_fiber,steel,Continental,1,0,0,2024-09-11,independent,0,Regera,0,0,,,2317380.23,YiN7as5Rv9
2023,Bugatti,Green,0,V12,1141,559,2006,2.49,232,2,automatic,AWD,North America,5322,2,suede,steel,Pirelli,0,0,1,2024-09-19,authorized,0,Chiron,5,0,,,3344067.87,B0HZYmfLbO
2021,Ferrari,Yellow,0,Hybrid,1546,1161,2241,2.6,239,2,manual,RWD,Middle East,1055,3,carbon_fiber,carbon-ceramic,Continental,0,0,1,2025-03-06,authorized,0,Portofino,5,0,,,456833.03,dxIpopq8m8
2025,Ferrari,Yellow,1,Hybrid,778,623,1967,3.12,233,2,dual-clutch,RWD,Middle East,7107,2,suede,steel,Pirelli,1,1,1,2024-11-07,none,0,Roma,1,0,,,224711.98,KODZ6sEaTd
